year,parent_entity,parent_type,total_emissions_MtCO2e
2005,Singareni Collieries,State-owned Entity,72.30708477
2006,Singareni Collieries,State-owned Entity,75.44643437
2007,Singareni Collieries,State-owned Entity,81.24292627
2008,Singareni Collieries,State-owned Entity,89.13031707
2009,Singareni Collieries,State-owned Entity,100.893374
2010,Singareni Collieries,State-owned Entity,102.710155
2011,Singareni Collieries,State-owned Entity,104.2648234
2012,Singareni Collieries,State-owned Entity,106.4257524
2013,Singareni Collieries,State-owned Entity,100.9834127
2014,Singareni Collieries,State-owned Entity,105.1251932
2015,Singareni Collieries,State-owned Entity,120.811937
2016,Singareni Collieries,State-owned Entity,122.7327627
2017,Singareni Collieries,State-owned Entity,124.0733391
2018,Singareni Collieries,State-owned Entity,128.8553949
2019,Singareni Collieries,State-owned Entity,128.095068
2020,Singareni Collieries,State-owned Entity,101.2035073
2021,Singareni Collieries,State-owned Entity,130.0959281
2022,Singareni Collieries,State-owned Entity,134.3377517
1998,Sinopec,State-owned Entity,48.96677178
1999,Sinopec,State-owned Entity,102.0141079
2000,Sinopec,State-owned Entity,104.4908111
2001,Sinopec,State-owned Entity,119.2016143
2002,Sinopec,State-owned Entity,120.6230784
2003,Sinopec,State-owned Entity,121.7343852
2004,Sinopec,State-owned Entity,124.4132712
2005,Sinopec,State-owned Entity,127.3616308
2006,Sinopec,State-owned Entity,132.4238535
2007,Sinopec,State-owned Entity,136.9103735
2008,Sinopec,State-owned Entity,153.764224
2009,Sinopec,State-owned Entity,152.4425702
2010,Sinopec,State-owned Entity,162.9124229
2011,Sinopec,State-owned Entity,165.9882469
2012,Sinopec,State-owned Entity,256.8054402
2013,Sinopec,State-owned Entity,292.2954916
2014,Sinopec,State-owned Entity,302.7167238
2015,Sinopec,State-owned Entity,308.3346414
2016,Sinopec,State-owned Entity,288.8414037
2017,Sinopec,State-owned Entity,184.0163763
2018,Sinopec,State-owned Entity,186.2886473
2019,Sinopec,State-owned Entity,189.7137471
2020,Sinopec,State-owned Entity,189.9080946
2021,Sinopec,State-owned Entity,198.9897542
2022,Sinopec,State-owned Entity,203.0226351
1993,Slovakia,Nation State,4.750221122
1994,Slovakia,Nation State,4.866733453
1995,Slovakia,Nation State,5.034136228
1996,Slovakia,Nation State,5.127881781
1997,Slovakia,Nation State,5.24305489
1998,Slovakia,Nation State,5.291266889
1999,Slovakia,Nation State,5.019404783
2000,Slovakia,Nation State,4.885482564
2001,Slovakia,Nation State,4.585496793
2002,Slovakia,Nation State,4.558712349
2003,Slovakia,Nation State,4.147571135
2004,Slovakia,Nation State,3.953383917
2005,Slovakia,Nation State,3.362786929
2006,Slovakia,Nation State,2.947628049
2007,Slovakia,Nation State,2.827098052
2008,Slovakia,Nation State,3.244935376
2009,Slovakia,Nation State,3.445818705
2010,Slovakia,Nation State,3.184670378
2011,Slovakia,Nation State,3.181991933
2012,Slovakia,Nation State,3.069497269
2013,Slovakia,Nation State,3.151189823
2014,Slovakia,Nation State,2.930218161
2015,Slovakia,Nation State,2.596751834
2016,Slovakia,Nation State,2.473543392
2017,Slovakia,Nation State,2.456133504
2018,Slovakia,Nation State,2.011511736
2019,Slovakia,Nation State,1.961960514
2020,Slovakia,Nation State,1.313776972
2021,Slovakia,Nation State,1.438324636
2022,Slovakia,Nation State,1.438324636
1994,SM Energy,Investor-owned Company,1.290397329
1995,SM Energy,Investor-owned Company,1.322643238
1996,SM Energy,Investor-owned Company,1.607343731
1997,SM Energy,Investor-owned Company,2.142938081
1998,SM Energy,Investor-owned Company,2.362773349
1999,SM Energy,Investor-owned Company,2.213775184
2000,SM Energy,Investor-owned Company,3.751324306
2001,SM Energy,Investor-owned Company,3.849139807
2002,SM Energy,Investor-owned Company,3.904348637
2003,SM Energy,Investor-owned Company,5.430805886
2004,SM Energy,Investor-owned Company,5.310281537
2005,SM Energy,Investor-owned Company,6.139861939
2006,SM Energy,Investor-owned Company,6.543563187
2007,SM Energy,Investor-owned Company,7.569622291
2008,SM Energy,Investor-owned Company,8.091424357
2009,SM Energy,Investor-owned Company,7.694807505
2010,SM Energy,Investor-owned Company,7.792997607
2011,SM Energy,Investor-owned Company,11.93672976
2012,SM Energy,Investor-owned Company,15.32668214
2013,SM Energy,Investor-owned Company,20.21393807
2014,SM Energy,Investor-owned Company,22.98864422
2015,SM Energy,Investor-owned Company,26.73063153
2016,SM Energy,Investor-owned Company,22.98995757
2017,SM Energy,Investor-owned Company,18.53618754
2018,SM Energy,Investor-owned Company,18.16965813
2019,SM Energy,Investor-owned Company,19.96670177
2020,SM Energy,Investor-owned Company,19.17774836
2021,SM Energy,Investor-owned Company,21.18062228
2022,SM Energy,Investor-owned Company,21.93779285
1959,Sonangol,State-owned Entity,0.014395882
1960,Sonangol,State-owned Entity,0.019021706
1961,Sonangol,State-owned Entity,0.030187487
1962,Sonangol,State-owned Entity,0.135743996
1963,Sonangol,State-owned Entity,0.230334113
1964,Sonangol,State-owned Entity,0.260601356
1965,Sonangol,State-owned Entity,0.188781456
1966,Sonangol,State-owned Entity,0.181404065
1967,Sonangol,State-owned Entity,0.154925213
1968,Sonangol,State-owned Entity,0.135624363
1969,Sonangol,State-owned Entity,0.701690101
1970,Sonangol,State-owned Entity,1.641137601
1971,Sonangol,State-owned Entity,1.366042937
1972,Sonangol,State-owned Entity,2.052333131
1973,Sonangol,State-owned Entity,2.374738494
1974,Sonangol,State-owned Entity,2.477355151
1975,Sonangol,State-owned Entity,2.418404674
1976,Sonangol,State-owned Entity,4.045729396
1977,Sonangol,State-owned Entity,14.54218177
1978,Sonangol,State-owned Entity,9.932261435
1979,Sonangol,State-owned Entity,11.18670903
1980,Sonangol,State-owned Entity,11.47613406
1981,Sonangol,State-owned Entity,9.977357787
1982,Sonangol,State-owned Entity,9.428106662
1983,Sonangol,State-owned Entity,13.58564942
1984,Sonangol,State-owned Entity,15.88827573
1985,Sonangol,State-owned Entity,17.63097796
1986,Sonangol,State-owned Entity,21.4540261
1987,Sonangol,State-owned Entity,27.3185014
1988,Sonangol,State-owned Entity,34.22283473
1989,Sonangol,State-owned Entity,34.33342508
1990,Sonangol,State-owned Entity,35.96678603
1991,Sonangol,State-owned Entity,37.85975121
1992,Sonangol,State-owned Entity,39.81835363
1993,Sonangol,State-owned Entity,38.51953346
1994,Sonangol,State-owned Entity,40.50062904
1995,Sonangol,State-owned Entity,48.70665543
1996,Sonangol,State-owned Entity,53.34999339
1997,Sonangol,State-owned Entity,53.73607045
1998,Sonangol,State-owned Entity,55.32841877
1999,Sonangol,State-owned Entity,56.03228515
2000,Sonangol,State-owned Entity,56.15576451
2001,Sonangol,State-owned Entity,55.80477758
2002,Sonangol,State-owned Entity,67.35371884
2003,Sonangol,State-owned Entity,67.85171746
2004,Sonangol,State-owned Entity,79.27920801
2005,Sonangol,State-owned Entity,93.60815971
2006,Sonangol,State-owned Entity,106.3238617
2007,Sonangol,State-owned Entity,130.8487018
2008,Sonangol,State-owned Entity,146.4399721
2009,Sonangol,State-owned Entity,140.9683358
2010,Sonangol,State-owned Entity,143.3801848
2011,Sonangol,State-owned Entity,132.05336
2012,Sonangol,State-owned Entity,134.3971937
2013,Sonangol,State-owned Entity,135.9209184
2014,Sonangol,State-owned Entity,131.3576986
2015,Sonangol,State-owned Entity,136.7758807
2016,Sonangol,State-owned Entity,135.6902687
2017,Sonangol,State-owned Entity,129.7777073
2018,Sonangol,State-owned Entity,131.0196742
2019,Sonangol,State-owned Entity,121.1617678
2020,Sonangol,State-owned Entity,107.2178077
2021,Sonangol,State-owned Entity,94.03093971
2022,Sonangol,State-owned Entity,94.59050613
1959,Sonatrach,State-owned Entity,0.406952844
1960,Sonatrach,State-owned Entity,2.696256994
1961,Sonatrach,State-owned Entity,5.143178475
1962,Sonatrach,State-owned Entity,6.780292446
1963,Sonatrach,State-owned Entity,7.902277491
1964,Sonatrach,State-owned Entity,26.57810017
1965,Sonatrach,State-owned Entity,29.02024237
1966,Sonatrach,State-owned Entity,37.84339803
1967,Sonatrach,State-owned Entity,43.9748153
1968,Sonatrach,State-owned Entity,50.72301887
1969,Sonatrach,State-owned Entity,54.8268254
1970,Sonatrach,State-owned Entity,61.17531633
1971,Sonatrach,State-owned Entity,49.38264532
1972,Sonatrach,State-owned Entity,67.25941733
1973,Sonatrach,State-owned Entity,73.55495344
1974,Sonatrach,State-owned Entity,71.920572
1975,Sonatrach,State-owned Entity,80.18960734
1976,Sonatrach,State-owned Entity,89.0146507
1977,Sonatrach,State-owned Entity,96.64903633
1978,Sonatrach,State-owned Entity,105.3608894
1979,Sonatrach,State-owned Entity,108.5259681
1980,Sonatrach,State-owned Entity,104.1630567
1981,Sonatrach,State-owned Entity,123.0566099
1982,Sonatrach,State-owned Entity,136.3717183
1983,Sonatrach,State-owned Entity,162.0278259
1984,Sonatrach,State-owned Entity,175.7952716
1985,Sonatrach,State-owned Entity,181.4529836
1986,Sonatrach,State-owned Entity,185.9482197
1987,Sonatrach,State-owned Entity,199.2635593
1988,Sonatrach,State-owned Entity,203.5070097
1989,Sonatrach,State-owned Entity,272.7721092
1990,Sonatrach,State-owned Entity,231.7544301
1991,Sonatrach,State-owned Entity,234.8476093
1992,Sonatrach,State-owned Entity,246.3044146
1993,Sonatrach,State-owned Entity,239.8500153
1994,Sonatrach,State-owned Entity,238.8573926
1995,Sonatrach,State-owned Entity,244.9001314
1996,Sonatrach,State-owned Entity,266.3209576
1997,Sonatrach,State-owned Entity,276.8346293
1998,Sonatrach,State-owned Entity,270.5147817
1999,Sonatrach,State-owned Entity,266.4962825
2000,Sonatrach,State-owned Entity,286.3537382
2001,Sonatrach,State-owned Entity,282.2862036
2002,Sonatrach,State-owned Entity,317.118987
2003,Sonatrach,State-owned Entity,411.5487571
2004,Sonatrach,State-owned Entity,392.9149046
2005,Sonatrach,State-owned Entity,428.5484557
2006,Sonatrach,State-owned Entity,435.7096828
2007,Sonatrach,State-owned Entity,438.5027399
2008,Sonatrach,State-owned Entity,440.2462589
2009,Sonatrach,State-owned Entity,394.7846238
2010,Sonatrach,State-owned Entity,399.1757176
2011,Sonatrach,State-owned Entity,384.7016323
2012,Sonatrach,State-owned Entity,368.1866755
2013,Sonatrach,State-owned Entity,367.6672493
2014,Sonatrach,State-owned Entity,362.3236255
2015,Sonatrach,State-owned Entity,506.3122221
2016,Sonatrach,State-owned Entity,406.6289002
2017,Sonatrach,State-owned Entity,398.0519159
2018,Sonatrach,State-owned Entity,398.2266857
2019,Sonatrach,State-owned Entity,554.4693049
2020,Sonatrach,State-owned Entity,522.6608431
2021,Sonatrach,State-owned Entity,550.1125747
2022,Sonatrach,State-owned Entity,578.197797
1988,Southwestern Energy,Investor-owned Company,0.938489148
1989,Southwestern Energy,Investor-owned Company,1.174242101
1990,Southwestern Energy,Investor-owned Company,1.240065526
1991,Southwestern Energy,Investor-owned Company,1.520703678
1992,Southwestern Energy,Investor-owned Company,1.928425419
1993,Southwestern Energy,Investor-owned Company,2.640469614
1994,Southwestern Energy,Investor-owned Company,2.827723296
1995,Southwestern Energy,Investor-owned Company,2.606038606
1996,Southwestern Energy,Investor-owned Company,2.692507742
1997,Southwestern Energy,Investor-owned Company,2.733223683
1998,Southwestern Energy,Investor-owned Company,2.663856626
1999,Southwestern Energy,Investor-owned Company,2.373471101
2000,Southwestern Energy,Investor-owned Company,2.572910194
2001,Southwestern Energy,Investor-owned Company,2.874330166
2002,Southwestern Energy,Investor-owned Company,2.896020579
2003,Southwestern Energy,Investor-owned Company,2.981585897
2004,Southwestern Energy,Investor-owned Company,3.920120415
2005,Southwestern Energy,Investor-owned Company,4.42131259
2006,Southwestern Energy,Investor-owned Company,5.242182556
2007,Southwestern Energy,Investor-owned Company,8.255503529
2008,Southwestern Energy,Investor-owned Company,14.17035156
2009,Southwestern Energy,Investor-owned Company,21.89469845
2010,Southwestern Energy,Investor-owned Company,29.48675257
2011,Southwestern Energy,Investor-owned Company,36.41098625
2012,Southwestern Energy,Investor-owned Company,41.21616912
2013,Southwestern Energy,Investor-owned Company,47.89106632
2014,Southwestern Energy,Investor-owned Company,56.01986952
2015,Southwestern Energy,Investor-owned Company,70.69941392
2016,Southwestern Energy,Investor-owned Company,67.50222769
2017,Southwestern Energy,Investor-owned Company,74.54603564
2018,Southwestern Energy,Investor-owned Company,83.47039419
2019,Southwestern Energy,Investor-owned Company,76.69998672
2020,Southwestern Energy,Investor-owned Company,89.58015509
2021,Southwestern Energy,Investor-owned Company,88.95785624
2022,Southwestern Energy,Investor-owned Company,124.9256832
1987,Suncor Energy,Investor-owned Company,35.23011669
1988,Suncor Energy,Investor-owned Company,30.02447127
1989,Suncor Energy,Investor-owned Company,32.89855548
1990,Suncor Energy,Investor-owned Company,30.31090483
1991,Suncor Energy,Investor-owned Company,28.51864893
1992,Suncor Energy,Investor-owned Company,27.03672937
1993,Suncor Energy,Investor-owned Company,28.46495717
1994,Suncor Energy,Investor-owned Company,36.63668634
1995,Suncor Energy,Investor-owned Company,38.94569991
1996,Suncor Energy,Investor-owned Company,52.83224465
1997,Suncor Energy,Investor-owned Company,54.67895642
1998,Suncor Energy,Investor-owned Company,56.29042508
1999,Suncor Energy,Investor-owned Company,57.95220179
2000,Suncor Energy,Investor-owned Company,56.72957504
2001,Suncor Energy,Investor-owned Company,52.95077005
2002,Suncor Energy,Investor-owned Company,92.31278229
2003,Suncor Energy,Investor-owned Company,112.1958757
2004,Suncor Energy,Investor-owned Company,106.9440252
2005,Suncor Energy,Investor-owned Company,104.8908551
2006,Suncor Energy,Investor-owned Company,108.6992799
2007,Suncor Energy,Investor-owned Company,111.4264908
2008,Suncor Energy,Investor-owned Company,133.5662613
2009,Suncor Energy,Investor-owned Company,108.1749503
2010,Suncor Energy,Investor-owned Company,133.5479417
2011,Suncor Energy,Investor-owned Company,130.9613775
2012,Suncor Energy,Investor-owned Company,129.474558
2013,Suncor Energy,Investor-owned Company,125.8499929
2014,Suncor Energy,Investor-owned Company,177.3924004
2015,Suncor Energy,Investor-owned Company,151.5267641
2016,Suncor Energy,Investor-owned Company,91.45278337
2017,Suncor Energy,Investor-owned Company,99.72037615
2018,Suncor Energy,Investor-owned Company,105.6613429
2019,Suncor Energy,Investor-owned Company,113.1245162
2020,Suncor Energy,Investor-owned Company,101.1745384
2021,Suncor Energy,Investor-owned Company,106.5018123
2022,Suncor Energy,Investor-owned Company,108.1756825
1999,Surgutneftegas,Investor-owned Company,135.372619
2000,Surgutneftegas,Investor-owned Company,143.1252673
2001,Surgutneftegas,Investor-owned Company,151.3067809
2002,Surgutneftegas,Investor-owned Company,173.8567975
2003,Surgutneftegas,Investor-owned Company,193.6488489
2004,Surgutneftegas,Investor-owned Company,211.1408706
2005,Surgutneftegas,Investor-owned Company,223.6243009
2006,Surgutneftegas,Investor-owned Company,229.2447622
2007,Surgutneftegas,Investor-owned Company,224.9119809
2008,Surgutneftegas,Investor-owned Company,216.6541298
2009,Surgutneftegas,Investor-owned Company,209.3283369
2010,Surgutneftegas,Investor-owned Company,208.4544547
2011,Surgutneftegas,Investor-owned Company,210.9981765
2012,Surgutneftegas,Investor-owned Company,211.0436868
2013,Surgutneftegas,Investor-owned Company,210.6640933
2014,Surgutneftegas,Investor-owned Company,203.8595878
2015,Surgutneftegas,Investor-owned Company,204.7288357
2016,Surgutneftegas,Investor-owned Company,205.9071182
2017,Surgutneftegas,Investor-owned Company,202.6025021
2018,Surgutneftegas,Investor-owned Company,202.8528691
